CaseId,WEIGHT1,Q1A,Q1B,Q1C,Q1D,Q1E,Q1F,Q1G,Q1H,Q1I,Q1J,Q1K,Q1L,Q1M,Q1N,Q1O,Q1P,Q1Q,Q2A,Q2B,Q2C,Q2D,Q2E,Q2F,Q2G,Q2H,Q2I,Q2J,Q2K,Q2L,Q2M,Q2N,Q2O,Q2P,Q2Q,Q2R,Q3A,Q3B,Q3C,Q3D,Q3E,Q3F,Q3G,Q3H,Q3I,Q3J,Q3K,Q3L,Q3M,Q3N,Q3O,Q3P,Q3Q,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q4I,Q4J,Q4K,Q4L,Q4M,Q4N,Q4O,Q4P,Q4Q,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7G,Q7H,Q7I,Q7J,Q7K,Q7L,Q7M,Q7N,Q7O,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q10,Q11,Q12,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13H,Q13I,Q14A,Q14B,Q14C,Q14D,Q14E,Q14F,Q14G,Q14H,Q14I,Q14J,Q14K,Q14L,Q14M,Q14N,Q14O,Q14P,D3,D4,D5,Q22,Q23,SURV_MODE,Device,gender,age,AGE4,AGE7,racethnicity,educ,EDUC4,marital,employ,income
147,0.663236655,4,4,5,5,4,1,5,3,5,4,3,5,4,3,5,1,1,5,4,4,4,4,2,5,3,4,4,4,3,3,4,3,3,1,1,5,4,2,2,5,1,5,4,3,5,2,3,2,5,3,1,1,3,4,3,4,4,1,2,1,3,3,1,3,2,4,3,1,1,4,5,4,5,4,4,4,5,5,3,5,2,4,5,1,5,1,5,1,1,2,7,6,8,4,5,2,5,4,2,1,1,1,2,4,2,3,2,5,2,5,4,2,4,4,4,1,5,5,1,3,,10,1,2,Desktop,1,57,3,5,1,14,4,1,1,14
153,0.089190398,5,5,3,4,4,3,2,4,2,5,1,3,4,4,3,3,3,2,1,3,3,2,3,4,4,2,5,5,3,5,4,3,5,4,3,4,5,2,4,4,3,2,4,1,5,1,1,5,5,2,2,2,5,3,5,4,4,5,1,5,4,1,5,2,5,5,2,2,2,5,5,4,5,4,4,3,4,5,3,2,4,4,4,3,4,4,4,2,1,4,5,7,10,5,4,2,5,5,2,3,4,3,4,5,4,4,4,4,4,4,5,5,3,5,4,1,3,4,2,,,7,4,2,Smartphone,2,31,2,2,4,10,3,1,7,6
154,0.556661352,4,5,3,4,4,3,4,4,4,5,1,3,5,5,4,4,5,4,4,4,3,5,4,2,5,5,4,5,5,5,5,4,5,2,3,5,5,2,2,5,1,2,5,4,5,1,3,5,5,5,5,5,5,,,5,4,1,2,1,1,1,1,3,2,1,1,5,5,5,5,5,3,2,3,5,4,5,4,4,4,2,4,4,4,4,4,2,2,2,5,7,10,5,4,3,5,4,,2,2,4,4,4,2,4,4,4,4,4,5,4,3,5,4,3,3,2,,,,7,,2,Desktop,1,59,3,5,3,11,3,1,5,1
156,1.051998892,4,4,4,4,4,4,4,4,1,4,1,3,4,4,4,2,2,3,3,4,3,4,4,4,4,3,4,3,4,3,4,2,2,2,2,4,4,3,2,4,3,3,4,2,4,1,3,2,4,2,2,2,2,2,3,3,3,2,1,3,3,1,1,1,1,3,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,7,5,4,4,2,4,3,3,2,2,2,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,2,,,8,1,2,Desktop,2,68,4,6,4,11,3,1,5,16
157,0.994310756,5,3,5,5,4,5,5,4,4,3,5,5,5,5,5,3,3,4,3,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,2,4,5,5,2,5,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,2,2,2,3,4,5,3,2,3,3,3,1,,4,4,5,5,5,5,5,5,3,4,5,5,5,4,5,5,5,4,3,4,4,5,5,4,5,5,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,2,,10,1,2,Desktop,1,27,1,2,4,10,3,5,1,6
159,1.065439426,5,5,5,5,4,4,2,5,3,5,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,5,4,5,4,3,2,3,3,3,5,5,5,2,2,2,5,5,10,4,5,3,4,3,2,4,4,4,3,2,4,4,4,4,4,4,4,3,4,5,4,4,2,2,1,2,,7,1,2,Smartphone,2,25,1,2,5,11,3,6,1,9
161,0.219794723,5,5,4,4,5,4,3,5,4,5,4,3,4,4,4,3,3,4,5,4,4,5,4,4,4,3,5,5,4,4,5,4,4,3,3,4,5,4,4,4,4,4,4,4,5,3,4,3,5,4,3,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,5,5,4,4,4,4,4,5,2,2,3,4,3,2,4,4,4,1,2,,5,7,8,4,4,3,4,3,2,3,3,3,4,4,2,4,4,4,4,4,3,4,4,4,4,3,3,3,1,3,,3,3,2,Desktop,1,29,1,2,4,10,3,5,1,5
164,0.541933564,4,4,4,4,4,1,4,4,3,4,4,2,3,4,3,2,2,4,5,4,4,3,2,3,4,3,5,3,3,3,4,3,3,2,2,4,3,3,3,3,2,2,4,3,4,3,2,4,4,2,2,2,2,1,1,4,4,2,1,2,3,2,1,2,2,3,1,1,1,4,4,5,4,3,4,4,2,4,3,3,4,4,4,2,4,4,4,2,2,2,4,6,6,4,5,2,4,2,3,2,2,2,4,4,3,4,3,4,3,4,4,4,2,4,3,2,3,4,3,,3,8,2,2,Smartphone,1,46,3,4,1,10,3,1,2,15
166,3.381238048,3,3,3,3,3,3,5,2,5,4,4,3,4,2,3,3,5,3,3,4,4,3,2,4,,4,3,3,3,3,4,1,1,1,4,3,3,3,3,3,3,3,4,4,4,3,3,3,3,4,2,2,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,4,3,2,2,2,4,3,4,2,3,3,2,4,,3,8,8,10,3,3,3,3,3,3,2,3,3,3,3,3,4,4,3,4,3,5,3,4,4,4,3,4,3,3,,3,4,2,2,Smartphone,1,33,2,2,1,8,1,1,2,18
173,1.638866245,5,5,3,3,4,2,3,4,1,5,1,1,4,4,1,1,1,5,5,1,2,5,2,3,5,1,5,2,1,4,5,1,4,1,1,5,5,2,2,5,2,2,5,1,5,1,1,3,5,1,1,1,1,5,5,1,1,5,2,1,5,1,5,1,3,5,1,1,1,5,5,5,5,3,5,5,5,5,1,1,1,3,3,4,5,5,5,1,1,1,3,9,9,5,5,1,5,2,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,3,,3,5,1,2,Smartphone,2,46,3,4,1,14,4,1,2,15
174,0.233366598,5,5,4,3,4,3,4,4,2,5,3,3,3,5,2,1,1,5,5,3,3,4,3,3,5,3,5,2,3,3,5,2,2,1,1,4,4,2,2,5,1,1,5,3,5,1,2,3,4,2,1,1,1,3,1,3,3,1,1,2,1,1,1,1,1,3,1,1,1,4,4,5,4,5,4,3,4,3,2,2,4,4,3,2,4,4,4,2,2,2,1,7,8,4,3,2,3,2,3,2,2,2,4,4,4,4,4,4,4,4,4,5,3,4,4,2,3,3,1,2,,5,1,2,Smartphone,2,31,2,2,1,11,3,1,1,13
177,0.31161689,3,3,4,3,5,5,5,4,3,3,5,5,4,5,5,2,2,3,3,5,2,5,5,5,5,3,3,5,3,5,5,4,3,2,2,4,4,3,4,4,4,3,5,3,5,2,2,5,5,3,2,2,1,2,2,4,2,3,3,3,3,3,2,3,3,3,2,2,2,5,5,5,5,4,4,4,3,5,3,3,3,4,4,3,4,4,5,2,1,2,5,6,8,4,4,2,4,2,3,2,2,2,3,3,3,4,4,4,4,4,4,3,3,5,3,3,3,3,1,3,,5,2,2,Smartphone,2,34,2,2,1,10,3,1,1,9
186,0.288768476,3,4,5,5,5,4,5,4,5,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,2,4,2,4,2,4,4,4,4,4,2,2,4,4,3,4,2,3,4,1,4,4,4,4,2,2,4,4,4,3,2,3,4,4,3,2,2,2,2,4,2,4,3,3,3,3,4,5,4,3,2,2,4,2,3,3,2,2,2,2,3,2,4,4,4,4,4,4,2,2,2,3,2,4,4,2,,,7,3,2,Desktop,1,49,3,4,1,12,4,6,6,9
187,2.469687504,5,5,5,4,5,4,1,5,2,5,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,5,3,3,5,3,1,4,2,5,1,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,5,3,4,5,1,2,2,5,2,2,5,5,5,1,1,1,8,5,9,5,5,2,5,5,2,1,1,1,2,2,2,2,4,5,5,5,5,1,5,5,5,2,4,2,2,,,9,1,2,Smartphone,1,32,2,2,2,12,4,1,1,9
188,0.417555288,4,4,5,5,4,5,5,3,5,3,4,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,4,5,5,5,5,5,4,3,5,3,4,5,5,5,5,5,3,5,5,5,3,3,4,5,5,3,4,4,3,4,2,4,4,3,3,4,4,5,4,5,4,4,4,4,4,4,3,2,2,2,4,2,3,4,4,4,3,3,3,5,7,3,3,3,5,4,3,3,3,3,4,4,3,4,4,3,4,4,4,3,3,3,4,2,2,4,2,,,5,1,2,Desktop,2,44,2,3,1,13,4,6,1,10
195,0.4299146,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,3,3,3,3,4,4,4,5,5,5,3,4,4,3,4,4,3,4,4,4,4,3,3,4,3,4,3,3,4,4,3,4,3,4,4,1,1,,5,3,2,Desktop,2,30,2,2,5,11,3,5,1,9
200,1.24868161,4,4,4,4,4,4,1,4,4,4,1,1,2,2,4,4,4,4,4,2,4,4,2,1,1,1,4,1,1,2,2,2,4,1,2,5,5,2,2,5,5,5,5,1,5,1,5,2,3,2,3,2,1,5,5,1,5,2,1,1,1,1,1,1,3,1,1,1,1,4,4,4,3,2,4,4,4,3,2,4,4,2,4,4,5,4,5,4,1,4,1,7,10,4,4,4,3,4,4,2,2,2,4,4,2,4,4,4,4,4,4,3,3,4,4,4,3,3,2,,,4,2,2,Desktop,1,29,1,2,2,9,2,5,1,8
202,0.406183103,3,4,4,3,3,3,3,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,4,4,4,4,3,3,3,3,3,3,4,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,3,3,5,7,8,4,4,2,4,3,2,2,2,2,4,4,2,3,3,3,3,3,4,4,4,4,4,3,4,3,2,,,5,3,2,Desktop,1,57,3,5,1,10,3,1,6,9
203,0.758388722,5,5,5,5,1,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,3,5,5,3,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,2,3,4,4,5,5,5,5,5,5,3,5,3,5,4,3,3,3,5,5,4,5,5,5,5,3,5,4,2,3,2,4,4,5,4,5,2,1,1,2,4,10,5,5,2,5,5,2,2,2,2,2,2,2,4,3,4,4,4,4,2,4,5,4,4,3,2,2,,,7,1,2,Smartphone,1,35,2,3,2,10,3,5,4,2
205,0.080713871,2,2,4,4,4,4,5,5,2,4,5,5,,,,,,2,2,4,4,3,5,5,2,2,2,5,5,5,2,2,3,1,1,2,3,3,3,3,5,5,3,4,3,4,2,5,4,2,1,1,5,1,2,4,4,2,5,5,2,2,2,5,5,3,1,1,1,5,3,4,3,2,3,,3,5,2,3,4,3,3,4,3,4,2,4,3,3,1,4,7,4,2,3,4,3,2,3,2,2,2,2,2,2,2,4,4,4,3,2,2,3,2,3,2,2,1,2,,10,1,2,Smartphone,2,21,1,1,4,10,3,5,4,5
206,0.391946567,4,4,5,5,3,5,4,2,3,2,4,3,4,3,4,2,1,3,4,4,4,2,3,2,2,1,4,1,2,2,2,1,2,1,1,4,4,1,2,2,1,1,2,1,4,1,1,2,2,1,1,1,1,1,1,3,3,3,1,1,2,1,1,1,1,2,1,1,1,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,3,3,3,,5,7,4,4,2,3,3,3,2,2,2,4,4,2,4,4,4,4,4,5,3,4,4,4,4,2,2,3,,2,3,2,2,Desktop,2,44,2,3,1,11,3,1,1,13
208,1.417336016,3,3,4,4,2,4,3,3,4,3,4,4,4,2,5,3,3,3,5,4,4,2,4,2,3,3,5,3,4,3,2,5,1,3,3,5,4,1,2,4,4,4,3,4,4,1,4,4,2,4,3,3,3,1,1,5,3,3,4,1,2,3,1,5,1,2,3,3,3,5,5,5,4,1,2,5,4,5,2,3,2,2,3,4,5,5,4,1,2,3,7,6,8,4,3,3,5,2,2,3,4,3,2,3,2,3,4,4,3,5,3,5,2,4,4,2,2,4,2,,,4,4,2,Smartphone,1,34,2,2,1,12,4,5,1,12
210,0.55394607,4,3,5,5,4,5,5,4,5,5,4,4,5,4,4,3,3,4,3,4,5,3,3,3,3,4,3,4,3,4,3,3,2,2,2,5,4,3,3,4,4,4,4,5,5,3,4,5,4,3,3,3,3,1,3,4,4,3,4,1,1,1,1,1,2,1,3,1,1,5,4,5,4,4,4,4,5,5,1,2,4,4,5,1,5,5,5,3,3,3,5,4,8,2,3,3,4,3,4,1,4,1,3,2,2,4,3,3,2,4,3,4,2,4,3,2,4,3,2,,,7,1,2,Desktop,1,25,1,2,1,12,4,5,1,13
211,0.595036888,4,5,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,3,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,3,4,2,3,3,2,1,4,3,3,3,3,3,3,3,3,4,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,4,2,5,3,2,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,2,2,3,2,,,5,3,2,Smartphone,2,39,2,3,6,9,2,5,3,2
214,2.392458074,5,5,3,1,4,1,2,3,2,4,1,4,5,5,2,5,4,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,3,1,2,1,1,5,1,1,4,4,1,5,3,4,5,4,1,1,5,1,1,2,1,5,2,5,4,1,5,4,4,5,5,5,3,4,4,5,5,2,3,4,4,2,3,4,5,3,2,1,3,1,8,8,3,5,3,4,3,3,4,3,3,4,5,3,4,3,4,5,5,5,5,3,5,3,1,5,3,,,,4,1,2,Smartphone,2,43,2,3,1,7,1,1,7,6
216,0.659304052,4,4,3,2,4,2,4,4,2,4,2,1,3,4,2,2,2,4,4,3,2,4,1,3,5,4,4,4,4,2,3,3,3,3,3,3,3,1,3,4,2,3,4,2,4,1,2,3,4,2,2,2,2,4,4,2,2,4,2,2,4,3,4,2,2,4,2,2,2,3,4,4,4,4,3,3,3,3,3,4,3,3,4,4,3,3,4,3,2,3,2,5,5,3,3,3,4,4,2,3,3,3,3,4,4,4,3,4,3,4,4,4,4,3,4,3,3,3,2,,,6,1,2,Desktop,2,79,4,7,1,9,2,3,5,9
221,0.656467484,4,5,5,5,5,5,5,5,5,5,2,4,5,5,4,2,5,5,5,5,5,5,5,5,4,2,4,5,5,5,5,4,4,3,3,5,5,5,5,5,5,3,5,4,5,4,4,5,5,4,4,4,5,5,4,4,5,5,5,4,4,4,5,3,5,5,3,3,4,1,1,2,4,1,4,4,2,4,4,4,4,4,4,4,4,4,5,4,1,4,0,5,5,4,4,2,4,4,3,1,1,2,1,1,1,2,4,4,4,4,4,2,4,4,4,2,3,4,2,,,10,1,2,Smartphone,2,54,3,4,1,10,3,4,1,13
222,2.316640788,5,5,3,4,5,2,5,4,2,5,1,3,4,5,4,3,3,5,4,3,2,5,2,4,4,3,5,4,4,5,5,2,5,2,2,5,4,2,4,5,3,5,5,2,5,2,3,4,4,3,2,2,1,3,1,2,3,1,2,2,1,1,1,1,2,1,1,1,1,4,4,4,4,3,3,4,3,4,3,3,2,4,3,4,4,4,4,3,2,3,5,7,6,4,4,2,3,2,4,1,2,1,4,5,5,5,4,4,3,4,5,5,5,4,5,3,2,2,2,,,5,2,2,Desktop,1,74,4,6,1,13,4,1,5,13
223,0.860342935,3,3,5,5,3,3,4,4,3,3,1,4,5,3,3,3,3,4,5,2,4,2,4,4,3,1,3,2,2,4,2,3,4,2,2,4,4,2,2,2,2,3,3,3,5,2,3,3,2,2,2,2,2,4,3,3,3,3,3,1,2,1,4,3,2,2,1,1,1,4,5,4,4,4,4,4,1,2,4,4,2,3,3,3,5,5,5,2,3,3,6,6,7,4,4,1,4,2,2,2,2,1,3,4,3,3,4,4,4,4,3,3,3,3,4,1,5,5,3,,3,2,1,2,Tablet,1,51,3,4,1,11,3,1,1,13
224,4.574408536,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,3,3,3,3,4,4,4,4,3,4,2,4,2,2,2,4,3,4,4,3,4,3,1,2,3,1,2,2,3,4,1,1,,3,3,3,2,1,3,2,1,4,4,1,3,3,3,3,2,1,4,3,2,2,3,3,4,4,4,3,4,3,4,3,3,4,3,3,3,2,3,3,4,3,3,5,6,5,3,3,2,4,3,2,3,3,3,3,4,4,3,3,3,3,2,3,4,4,3,3,3,3,3,3,,3,7,2,2,Desktop,1,65,4,6,1,7,1,1,5,8
226,0.051955107,1,3,5,2,2,4,2,4,2,4,1,3,1,2,4,4,1,2,2,4,4,3,3,3,4,3,4,1,2,2,4,3,2,4,1,1,2,2,2,1,3,3,2,2,2,2,4,2,2,4,2,2,2,2,3,2,2,4,2,2,3,4,2,3,2,2,3,3,1,3,3,2,2,3,3,4,3,2,4,2,5,2,1,2,1,3,2,4,3,1,8,2,8,1,3,2,4,1,1,2,3,3,2,3,3,2,3,3,2,3,4,4,2,3,4,3,3,4,2,,,6,3,2,Smartphone,1,33,2,2,4,10,3,6,6,2
229,0.716906213,4,5,3,4,5,3,5,5,5,5,3,5,5,5,5,5,5,2,3,3,2,3,3,3,3,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,2,2,4,3,3,4,3,3,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,2,,4,4,4,3,4,4,1,2,1,3,7,6,6,4,5,4,5,5,2,3,2,2,4,5,4,4,4,4,5,4,5,4,4,4,4,4,2,2,3,,2,4,3,2,Smartphone,2,40,2,3,2,12,4,1,1,5
230,1.804302224,4,4,3,4,4,4,4,5,2,5,2,1,2,4,3,1,1,5,4,2,3,4,1,4,4,1,5,1,1,2,4,1,3,1,1,5,3,2,3,4,1,1,4,1,4,1,2,1,4,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,2,2,2,3,8,8,4,4,1,2,2,5,2,2,2,4,4,4,4,3,4,4,4,4,5,4,4,4,4,2,2,2,,,1,4,2,Smartphone,1,72,4,6,1,12,4,1,5,13
235,1.176358816,,5,,,,,,,5,,,,2,,2,,,,,,,,3,3,,,,,,,,,,,2,,5,,,,,,,2,,,,,,,3,,3,,,,,,,5,,,,,,,,,2,3,,,,,4,,,,,,,,,3,3,,,,,,3,3,3,4,,,,,,3,,,,,3,,,3,,,,,,3,3,,,,1,3,,4,3,2,Desktop,2,73,4,6,1,10,3,5,5,5
237,0.466220172,5,5,5,5,5,3,5,5,4,5,4,1,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,1,4,4,4,5,5,4,5,5,2,1,5,1,5,1,2,4,5,4,5,5,5,4,5,4,4,4,2,5,1,1,1,4,1,5,5,5,5,5,5,5,4,1,5,5,5,5,1,1,1,1,2,1,5,5,5,1,1,1,2,8,10,5,5,1,5,5,1,5,5,3,3,2,1,4,4,4,4,5,5,4,3,5,5,3,1,1,3,,3,4,2,2,Smartphone,1,49,3,4,1,10,3,1,1,8
239,0.489644026,5,5,4,4,,3,4,4,3,3,3,4,5,4,4,3,2,5,5,5,4,4,3,4,4,3,5,5,5,5,4,4,2,3,3,5,5,3,4,4,3,3,5,1,5,1,1,5,4,3,1,1,1,1,1,2,2,1,4,4,3,3,1,5,2,3,4,1,1,5,5,5,4,4,5,4,4,3,3,3,4,4,5,4,4,4,3,3,2,4,3,5,7,3,4,2,2,1,2,2,1,1,2,2,1,3,4,4,3,4,4,3,3,4,4,2,4,3,2,,,8,1,2,Smartphone,1,27,1,2,1,10,3,5,6,9
243,0.881672563,4,5,3,3,5,3,4,5,3,4,2,2,5,5,3,3,3,4,5,3,2,4,3,3,4,2,3,5,3,3,5,2,3,2,2,4,5,1,2,5,2,3,4,2,5,1,3,3,5,3,2,2,1,3,2,1,2,3,1,2,2,1,1,1,1,3,2,2,2,4,4,4,4,3,4,4,4,4,3,3,4,3,4,4,5,5,5,1,1,1,5,6,6,4,4,2,3,2,4,2,2,2,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,,3,8,1,2,Desktop,2,77,4,7,1,12,4,1,5,10
244,1.019758736,3,3,5,5,2,1,5,2,5,1,5,5,5,1,5,3,3,3,3,5,5,5,3,1,1,4,1,1,1,3,3,3,3,3,3,5,5,2,2,5,2,3,5,5,5,1,1,5,5,5,4,5,3,3,3,2,4,3,3,3,4,3,1,4,4,4,2,3,3,5,4,5,4,3,4,3,3,4,2,2,2,2,3,1,3,4,4,4,2,4,3,4,6,4,3,3,4,4,2,3,3,2,2,3,2,3,2,3,4,4,4,4,3,4,2,2,3,4,3,,3,5,2,2,Smartphone,2,43,2,3,1,10,3,1,6,8
245,1.27453976,5,5,2,3,5,2,5,4,1,5,1,2,5,5,1,2,3,4,4,2,2,4,1,3,4,2,4,1,2,4,5,1,4,3,3,5,5,1,1,4,1,4,5,1,5,1,2,5,5,1,3,3,1,2,2,1,1,5,1,4,3,2,2,1,4,4,1,3,3,5,4,5,4,3,4,4,5,4,2,2,3,3,4,5,5,4,5,2,1,2,8,7,5,5,5,1,5,3,2,2,2,2,4,5,4,4,4,5,5,4,5,4,4,5,4,2,4,3,3,,3,2,1,2,Desktop,2,52,3,4,3,9,2,1,7,13
249,0.03311675,5,5,5,5,5,3,5,5,2,5,2,4,5,5,5,2,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,1,1,5,5,3,4,5,3,5,5,2,5,3,3,2,3,3,1,1,4,2,1,3,3,5,1,5,5,3,3,4,3,5,3,1,1,5,5,5,5,5,5,5,4,5,2,1,1,1,3,1,5,4,5,4,2,3,4,4,8,3,4,2,4,4,2,3,4,3,2,3,1,3,3,3,4,5,5,2,2,5,3,2,3,4,1,2,,8,1,2,Smartphone,1,34,2,2,4,10,3,1,1,9
253,1.354534392,4,4,3,3,4,3,3,4,3,4,3,3,4,4,3,2,2,4,4,3,3,4,3,3,3,3,4,4,4,4,4,3,4,2,2,4,4,2,3,4,2,3,4,3,4,2,3,4,4,3,2,2,1,3,2,4,3,3,3,2,2,1,2,2,2,3,1,1,1,3,4,3,4,3,4,3,3,4,4,4,4,4,3,4,3,4,3,2,2,2,4,6,6,2,3,2,3,2,2,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,2,3,3,2,,,5,2,2,Desktop,1,71,4,6,1,12,4,1,5,7
258,0.804556483,4,5,3,3,2,3,3,2,4,5,2,3,4,2,4,3,3,3,2,4,4,3,4,3,2,3,2,3,3,3,2,3,5,1,1,5,5,1,2,1,3,2,3,4,5,1,3,4,2,4,5,5,1,2,1,3,2,2,2,1,2,1,2,1,1,2,1,1,1,5,5,5,3,3,2,5,3,5,1,2,5,2,4,2,5,5,5,1,1,1,5,7,9,4,5,2,3,2,2,1,1,1,2,3,3,3,2,3,3,5,4,4,2,5,4,3,3,2,2,,,6,2,2,Desktop,1,27,1,2,5,12,4,5,2,18
261,2.466921233,3,4,3,4,2,2,3,3,2,4,2,3,4,3,2,3,4,3,3,,3,3,3,5,3,3,2,4,3,4,3,2,3,2,4,,4,4,3,3,3,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,3,4,4,4,3,3,4,5,5,5,4,4,4,4,5,4,4,4,4,2,2,2,3,3,3,4,3,2,2,3,3,3,2,4,4,1,3,,5,2,2,Smartphone,2,26,1,2,1,9,2,1,1,9
262,0.732063992,5,5,3,4,3,2,2,3,2,3,2,2,4,4,3,1,1,4,4,2,3,3,1,2,3,1,4,2,1,2,3,3,5,1,1,5,5,3,4,3,2,2,4,2,5,3,2,1,4,4,1,1,1,2,2,3,2,2,1,1,2,1,1,1,1,2,1,1,1,4,4,4,4,2,4,4,4,4,3,4,2,4,4,4,4,4,4,2,3,1,8,5,9,4,4,1,4,2,2,1,2,1,3,4,3,5,4,4,2,4,4,1,4,5,4,1,4,3,3,,1,8,4,2,Desktop,1,66,4,6,1,12,4,1,2,16
266,0.586085783,5,5,3,3,4,2,3,5,3,5,1,3,3,5,3,1,1,5,1,5,1,1,1,3,2,3,2,4,4,3,4,2,3,1,1,5,5,3,3,5,1,5,3,3,5,3,5,3,3,2,1,1,1,1,1,1,1,3,1,3,2,1,1,4,1,2,1,1,1,4,5,5,3,3,3,5,5,5,2,3,4,3,4,5,5,5,5,2,2,3,5,5,7,4,5,3,4,3,3,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,4,2,2,Smartphone,2,26,1,2,1,10,3,5,1,3
267,3.2331145,2,3,2,2,4,3,4,3,3,3,3,2,2,2,3,4,4,3,3,4,4,3,4,3,2,2,4,2,3,2,2,3,4,3,3,4,4,2,3,4,4,2,3,1,3,4,4,4,4,3,4,2,3,4,4,3,4,3,4,2,4,2,3,3,3,2,3,3,2,2,2,3,2,3,5,2,2,3,2,3,4,4,5,2,4,4,3,5,4,4,9,4,7,5,3,4,3,2,4,3,3,3,2,4,2,3,4,4,2,3,3,3,2,4,4,3,2,3,3,,2,5,3,2,Smartphone,1,31,2,2,1,7,1,5,6,5
270,1.112997326,3,3,4,5,5,4,5,4,3,4,2,4,4,3,3,3,4,2,4,5,3,4,5,5,3,3,2,5,5,5,5,5,3,3,3,3,5,3,3,4,3,3,4,3,3,2,5,5,3,3,4,4,3,3,1,1,1,1,1,1,1,1,1,1,4,4,1,3,3,2,2,2,5,4,5,5,2,4,4,3,5,4,4,4,5,5,5,1,1,2,5,9,9,4,5,2,5,5,2,2,2,2,4,4,2,4,5,4,4,4,5,4,3,4,5,5,4,4,2,,,2,1,2,Tablet,2,50,3,4,2,12,4,3,1,11
273,0.261530649,3,3,2,2,4,2,2,4,2,4,2,2,3,4,2,1,1,3,2,2,2,5,2,2,5,2,2,1,2,2,5,2,2,1,1,3,3,2,2,5,2,2,4,2,5,2,2,3,4,2,1,1,1,2,2,2,2,4,2,2,4,2,2,2,2,5,2,1,1,3,3,4,4,4,4,3,2,3,4,3,3,4,3,4,3,3,4,3,2,2,4,3,4,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,5,3,2,Desktop,1,29,1,2,1,10,3,5,1,12
